rank,uri,artist_names,track_name,peak_rank,previous_rank,weeks_on_chart,streams,week
171,spotify:track:1tkg4EHVoqnhR6iFEXb60y,Pop Smoke,What You Know Bout Love,6,174,44,5244548,7/8/2021
38,spotify:track:3uUuGVFu1V7jTQL60S1r8z,Lost Frequencies,Where Are You Now,18,39,46,11592871,7/21/2021
135,spotify:track:3sa06xVNmLLYIxdNNmVQN8,Jax Jones,Where Did You Go feat MNEK,103,103,14,6691877,7/21/2021
184,spotify:track:67G6iaOw8DZqp1z8STR89R,BIA,WHOLE LOTTA MONEY feat Nicki Minaj Remix,184,-1,1,5186354,7/15/2021
190,spotify:track:1t9WgS8FN0534tLBRwbaxO,CJ,Whoopty,8,188,37,5013017,7/8/2021
110,spotify:track:4XkrlDVc8UQUvsyRsxvU0M,Normani,Wild Side feat Cardi B,110,1,1,6589014,7/22/2021
174,spotify:track:4XkrlDVc8UQUvsyRsxvU0M,Normani,Wild Side feat Cardi B,110,110,2,5366242,7/29/2021
107,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,Eminem,Without Me,31,105,43,7409382,7/21/2021
75,spotify:track:27OeeYzk6klgBh83TSvGMA,The Kid LAROI,WITHOUT YOU,7,84,32,7884409,7/15/2021
81,spotify:track:27OeeYzk6klgBh83TSvGMA,The Kid LAROI,WITHOUT YOU,7,75,33,7873199,7/22/2021
81,spotify:track:27OeeYzk6klgBh83TSvGMA,The Kid LAROI,WITHOUT YOU,7,81,34,7642130,7/29/2021
84,spotify:track:27OeeYzk6klgBh83TSvGMA,The Kid LAROI,WITHOUT YOU,7,88,31,7334545,7/8/2021
45,spotify:track:6Uj1ctrBOjOas8xZXGqKk4,Doja Cat,Woman,6,40,54,11073647,7/21/2021
97,spotify:track:6Uj1ctrBOjOas8xZXGqKk4,Doja Cat,Woman,97,200,3,6858466,7/29/2021
200,spotify:track:6Uj1ctrBOjOas8xZXGqKk4,Doja Cat,Woman,107,1,2,5056704,7/22/2021
200,spotify:track:5qqabIl2vWzo9ApSC317sa,Oasis,Wonderwall Remastered,152,-1,100,4938180,7/15/2021
87,spotify:track:58T4yPLn4NjBYXfRxeweyM,Pop Smoke,Woo Baby feat Chris Brown,87,1,1,7371935,7/22/2021
71,spotify:track:2d1MywHy6FwKdzxFuSJnwl,Imagine Dragons,Wrecked,71,-1,1,8052694,7/8/2021
159,spotify:track:2d1MywHy6FwKdzxFuSJnwl,Imagine Dragons,Wrecked,71,71,2,5538394,7/15/2021
194,spotify:track:2d1MywHy6FwKdzxFuSJnwl,Imagine Dragons,Wrecked,71,159,3,5150909,7/22/2021
47,spotify:track:5B0kgjHULYJhAQkK5XsMoC,Tyler,WUSYANAME feat Youngboy Never Broke Again and Ty Dolla Sign,22,22,2,10360127,7/8/2021
